metric,labels,timestamp,value
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:17:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:17:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:17:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:18:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:18:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:18:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:18:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:19:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:19:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:19:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:19:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:20:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:20:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:20:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:20:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:21:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:21:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:21:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:21:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:22:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:22:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:22:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:22:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:23:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:23:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:23:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:23:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:24:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:24:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:24:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:24:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:25:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:25:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:25:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:25:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:26:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:26:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:26:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:26:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:27:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:27:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:27:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:27:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:28:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:28:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:28:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:28:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:29:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:29:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:29:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:29:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:30:09Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:30:24Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:30:39Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:30:54Z","0"
"container_network_receive_bytes_total","id=/;instance=cadvisor:8080;interface=tunl0;job=iot_service","2025-10-31T10:31:09Z","0"
